Comunidad Autónoma;Provincia;Sector Técnico;Subsector Técnico;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Galicia;Lugo;Instrumentos;Tecnología médica;0;0;1;0;0;0;0;0;3;0
Galicia;Lugo;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Química;Biotecnología;1;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;1;1
Galicia;Lugo;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Química;Química alimenticia;2;1;0;0;0;0;0;1;3;0
Galicia;Lugo;Química;Química de las materias primas;0;1;0;0;0;0;0;0;0;0
Galicia;Lugo;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Química;Ingeniería química;0;0;0;1;0;0;0;0;1;0
Galicia;Lugo;Química;Tecnología ambiental;2;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería mecánica;Manipulación;0;0;0;0;0;1;0;0;0;0
Galicia;Lugo;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería mecánica;Motores, bombas, turbinas;0;0;1;2;0;0;0;1;0;0
Galicia;Lugo;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería mecánica;Otras máquinas especiales;0;0;0;1;2;1;0;1;2;0
Galicia;Lugo;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;1;0;0
Galicia;Lugo;Ingeniería mecánica;Elementos mecánicos;0;0;1;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería mecánica;Transporte;0;1;1;0;1;0;0;0;0;0
Galicia;Lugo;Otros campos;Mobiliario, juegos;0;2;1;0;0;0;0;0;0;0
Galicia;Lugo;Otros campos;Otros bienes de consumo;0;1;0;0;0;0;0;0;0;0
Galicia;Lugo;Otros campos;Ingeniería civil;1;1;0;0;2;0;2;0;0;0
Madrid;Madrid;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;1;0
Madrid;Madrid;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;20;20;20;22;21;17;19;24;22;12
Madrid;Madrid;Ingeniería eléctrica;Tecnología audio-visual;3;5;5;5;4;6;2;5;3;4
Madrid;Madrid;Ingeniería eléctrica;Telecomunicaciones;25;22;78;20;25;4;3;5;5;3
Madrid;Madrid;Ingeniería eléctrica;Comunicación Digital;10;19;14;54;56;23;16;9;8;6
Madrid;Madrid;Ingeniería eléctrica;Procesos básicos de la comunicación;2;6;1;7;2;2;1;1;0;1
Madrid;Madrid;Ingeniería eléctrica;Tecnología Informática;17;19;14;26;29;20;19;17;10;12
Madrid;Madrid;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;8;4;2;4;11;4;9;1;10;6
Madrid;Madrid;Ingeniería eléctrica;Semiconductores;3;5;5;10;4;5;5;2;6;4
Madrid;Madrid;Instrumentos;Óptica;7;14;8;7;11;1;13;5;4;10
Madrid;Madrid;Instrumentos;Medida;22;39;36;50;35;42;33;28;30;18
Madrid;Madrid;Instrumentos;Análisis de materiales biológicos;9;6;10;8;2;7;6;3;6;3
Madrid;Madrid;Instrumentos;Control;24;21;19;16;23;15;19;13;9;7
Madrid;Madrid;Instrumentos;Tecnología médica;28;21;23;35;32;24;31;17;30;16
Madrid;Madrid;Química;Química orgánica precisa;15;20;29;27;18;26;17;14;17;11
Madrid;Madrid;Química;Biotecnología;68;51;59;37;37;38;22;5;18;12
Madrid;Madrid;Química;Productos Farmacéuticos;29;22;25;18;24;21;15;11;12;14
Madrid;Madrid;Química;Química macromolecular, polímeros;4;5;13;10;6;8;4;4;4;7
Madrid;Madrid;Química;Química alimenticia;21;7;25;11;15;9;9;3;12;10
Madrid;Madrid;Química;Química de las materias primas;10;11;11;11;6;11;9;4;7;8
Madrid;Madrid;Química;Materiales, metalurgia;11;24;23;20;16;17;11;9;8;7
Madrid;Madrid;Química;Tecnología de superficie, revestimiento;8;8;8;9;7;7;5;3;8;3
Madrid;Madrid;Química;Microestructuras y nano-tecnología;2;1;2;2;2;1;5;3;1;1
Madrid;Madrid;Química;Ingeniería química;13;12;17;13;18;6;12;20;6;10
Madrid;Madrid;Química;Tecnología ambiental;11;13;19;19;10;8;11;14;13;7
Madrid;Madrid;Ingeniería mecánica;Manipulación;13;7;10;11;18;6;13;8;8;9
Madrid;Madrid;Ingeniería mecánica;Herramientas;9;7;3;4;4;2;5;3;3;1
Madrid;Madrid;Ingeniería mecánica;Motores, bombas, turbinas;12;21;18;26;23;17;21;9;18;11
Madrid;Madrid;Ingeniería mecánica;Máquinas del textil y del papel;1;4;2;4;2;0;2;15;2;1
Madrid;Madrid;Ingeniería mecánica;Otras máquinas especiales;16;14;11;31;23;13;13;8;7;9
Madrid;Madrid;Ingeniería mecánica;térmicos y aparatos;24;21;19;17;18;14;11;0;5;7
Madrid;Madrid;Ingeniería mecánica;Elementos mecánicos;4;13;8;9;12;5;12;6;6;3
Madrid;Madrid;Ingeniería mecánica;Transporte;24;47;36;59;63;21;30;23;25;30
Madrid;Madrid;Otros campos;Mobiliario, juegos;20;7;12;15;13;11;10;14;13;17
Madrid;Madrid;Otros campos;Otros bienes de consumo;11;11;9;7;4;9;10;5;9;8
Madrid;Madrid;Otros campos;Ingeniería civil;59;38;38;46;55;46;27;40;37;29
Melilla;Melilla;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Instrumentos;Medida;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Instrumentos;Control;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Instrumentos;Tecnología médica;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Química alimenticia;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería mecánica;Otras máquinas especiales;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Ingeniería mecánica;Transporte;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Melilla;Melilla;Otros campos;Ingeniería civil;0;0;0;0;0;0;0;0;0;0
Murcia;Murcia;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Murcia;Murcia;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;1;3;0;0;0;1;3;1;0
Murcia;Murcia;Ingeniería eléctrica;Tecnología audio-visual;0;2;0;0;0;0;0;0;0;0
Murcia;Murcia;Ingeniería eléctrica;Telecomunicaciones;1;3;2;0;0;3;0;1;0;0
Murcia;Murcia;Ingeniería eléctrica;Comunicación Digital;1;0;0;2;0;1;0;1;1;0
Murcia;Murcia;Ingeniería eléctrica;Procesos básicos de la comunicación;0;1;0;0;0;0;0;0;0;0
Murcia;Murcia;Ingeniería eléctrica;Tecnología Informática;0;2;1;1;1;0;0;0;4;3
Murcia;Murcia;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;1;0;0;1;0;1;0;1;1
Murcia;Murcia;Ingeniería eléctrica;Semiconductores;0;1;1;0;0;0;0;0;0;0
Murcia;Murcia;Instrumentos;Óptica;1;0;1;1;1;0;1;0;0;0
Murcia;Murcia;Instrumentos;Medida;1;3;2;3;0;4;0;2;2;1
Murcia;Murcia;Instrumentos;Análisis de materiales biológicos;0;0;0;1;0;0;0;0;0;0
Murcia;Murcia;Instrumentos;Control;3;3;2;0;0;5;3;2;0;2
Murcia;Murcia;Instrumentos;Tecnología médica;7;5;0;4;4;5;2;7;8;3
Murcia;Murcia;Química;Química orgánica precisa;2;0;2;4;2;1;0;1;0;0
Murcia;Murcia;Química;Biotecnología;1;2;2;1;1;2;4;0;0;1
Murcia;Murcia;Química;Productos Farmacéuticos;2;2;0;0;0;3;0;1;1;0
Murcia;Murcia;Química;Química macromolecular, polímeros;3;0;0;0;0;3;0;1;1;0
Murcia;Murcia;Química;Química alimenticia;3;1;1;5;7;8;4;3;4;3
Murcia;Murcia;Química;Química de las materias primas;3;0;3;4;1;2;0;2;1;1
Murcia;Murcia;Química;Materiales, metalurgia;0;0;2;1;0;2;2;0;0;0
Murcia;Murcia;Química;Tecnología de superficie, revestimiento;1;1;0;0;0;0;0;0;0;0
Murcia;Murcia;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Murcia;Murcia;Química;Ingeniería química;1;2;1;3;1;3;1;0;1;1
Murcia;Murcia;Química;Tecnología ambiental;3;2;3;4;2;1;1;3;2;1
Murcia;Murcia;Ingeniería mecánica;Manipulación;3;4;2;5;3;5;5;1;2;4
Murcia;Murcia;Ingeniería mecánica;Herramientas;0;1;1;1;0;0;1;0;1;0
Murcia;Murcia;Ingeniería mecánica;Motores, bombas, turbinas;2;0;2;2;3;1;0;2;3;0
Murcia;Murcia;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;1;0;0;1;0;0
Murcia;Murcia;Ingeniería mecánica;Otras máquinas especiales;7;1;3;8;4;3;4;3;8;2
Murcia;Murcia;Ingeniería mecánica;térmicos y aparatos;2;6;2;4;6;1;0;1;1;0
Murcia;Murcia;Ingeniería mecánica;Elementos mecánicos;1;1;1;1;2;1;0;1;0;0
Murcia;Murcia;Ingeniería mecánica;Transporte;2;3;3;3;5;2;2;2;3;1
Murcia;Murcia;Otros campos;Mobiliario, juegos;0;1;4;5;4;2;3;2;7;2
Murcia;Murcia;Otros campos;Otros bienes de consumo;5;1;4;1;0;2;1;1;1;3
Murcia;Murcia;Otros campos;Ingeniería civil;9;2;4;3;4;5;6;6;6;2
Andalucía;Málaga;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Andalucía;Málaga;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;1;2;2;2;1;0;1;0;1
Andalucía;Málaga;Ingeniería eléctrica;Tecnología audio-visual;2;1;2;0;1;0;1;1;0;0
Andalucía;Málaga;Ingeniería eléctrica;Telecomunicaciones;3;2;1;4;2;3;1;0;0;0
Andalucía;Málaga;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;1;1;2;1;0
Andalucía;Málaga;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;2;0;0
Andalucía;Málaga;Ingeniería eléctrica;Tecnología Informática;2;1;0;4;3;1;5;3;3;1
Andalucía;Málaga;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;1
Andalucía;Málaga;Ingeniería eléctrica;Semiconductores;1;1;0;3;0;0;0;0;0;0
Andalucía;Málaga;Instrumentos;Óptica;0;0;3;1;1;0;0;2;0;0
Andalucía;Málaga;Instrumentos;Medida;3;2;2;1;3;1;3;2;1;0
Andalucía;Málaga;Instrumentos;Análisis de materiales biológicos;0;0;1;1;0;1;1;0;1;0
Andalucía;Málaga;Instrumentos;Control;1;3;5;3;2;1;0;4;3;0
Andalucía;Málaga;Instrumentos;Tecnología médica;2;3;5;3;3;2;6;1;5;4
Andalucía;Málaga;Química;Química orgánica precisa;2;1;3;1;0;1;1;1;0;0
Andalucía;Málaga;Química;Biotecnología;2;12;4;2;1;1;2;1;0;0
Andalucía;Málaga;Química;Productos Farmacéuticos;2;0;1;0;0;1;0;4;0;2
Andalucía;Málaga;Química;Química macromolecular, polímeros;0;0;0;2;1;0;1;0;0;1
Andalucía;Málaga;Química;Química alimenticia;4;5;5;3;0;0;1;1;3;2
Andalucía;Málaga;Química;Química de las materias primas;0;1;0;1;1;0;0;0;1;0
Andalucía;Málaga;Química;Materiales, metalurgia;0;0;0;0;0;0;1;1;0;0
Andalucía;Málaga;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Andalucía;Málaga;Química;Microestructuras y nano-tecnología;0;0;0;0;1;0;0;0;0;0
Andalucía;Málaga;Química;Ingeniería química;0;0;0;2;0;1;1;2;1;1
Andalucía;Málaga;Química;Tecnología ambiental;0;1;1;1;1;2;2;1;1;1
Andalucía;Málaga;Ingeniería mecánica;Manipulación;2;4;1;3;1;0;1;0;0;0
Andalucía;Málaga;Ingeniería mecánica;Herramientas;0;1;0;0;0;0;1;1;2;0
Andalucía;Málaga;Ingeniería mecánica;Motores, bombas, turbinas;1;0;1;4;2;2;1;3;5;2
Andalucía;Málaga;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Andalucía;Málaga;Ingeniería mecánica;Otras máquinas especiales;3;4;1;3;1;5;2;1;4;1
Andalucía;Málaga;Ingeniería mecánica;térmicos y aparatos;3;0;1;2;2;1;1;1;2;1
Andalucía;Málaga;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;1;0;0;1;0;0
Andalucía;Málaga;Ingeniería mecánica;Transporte;2;1;3;7;1;3;4;1;1;3
Andalucía;Málaga;Otros campos;Mobiliario, juegos;4;1;2;9;7;3;0;1;2;2
Andalucía;Málaga;Otros campos;Otros bienes de consumo;2;4;3;1;2;2;2;0;2;1
Andalucía;Málaga;Otros campos;Ingeniería civil;7;4;5;7;8;3;2;3;2;4
Navarra;Navarra;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Navarra;Navarra;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;2;5;3;5;6;2;2;2;1;2
Navarra;Navarra;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;1;0;0;0;1;0;0
Navarra;Navarra;Ingeniería eléctrica;Telecomunicaciones;1;1;3;0;1;0;0;0;0;0
Navarra;Navarra;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Navarra;Navarra;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Navarra;Navarra;Ingeniería eléctrica;Tecnología Informática;2;0;0;3;0;0;0;1;3;0
Navarra;Navarra;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;1;0;0;0;0;0;1;1;0;0
Navarra;Navarra;Ingeniería eléctrica;Semiconductores;0;2;0;0;0;0;0;0;0;0
Navarra;Navarra;Instrumentos;Óptica;0;0;0;1;0;0;1;0;0;0
Navarra;Navarra;Instrumentos;Medida;2;1;1;3;9;0;2;0;1;0
Navarra;Navarra;Instrumentos;Análisis de materiales biológicos;1;0;0;0;0;0;0;1;0;1
Navarra;Navarra;Instrumentos;Control;2;4;2;6;8;2;4;2;1;2
Navarra;Navarra;Instrumentos;Tecnología médica;1;0;0;5;6;5;2;0;5;2
Navarra;Navarra;Química;Química orgánica precisa;1;0;0;0;0;0;0;0;1;0
Navarra;Navarra;Química;Biotecnología;5;6;3;5;1;2;1;0;1;2
Navarra;Navarra;Química;Productos Farmacéuticos;4;6;2;1;0;2;0;0;2;1
Navarra;Navarra;Química;Química macromolecular, polímeros;0;0;0;1;1;0;1;0;0;0
Navarra;Navarra;Química;Química alimenticia;0;2;5;1;1;1;1;5;3;4
Navarra;Navarra;Química;Química de las materias primas;2;1;2;3;0;1;4;1;0;1
Navarra;Navarra;Química;Materiales, metalurgia;1;3;1;1;2;1;1;4;0;1
Navarra;Navarra;Química;Tecnología de superficie, revestimiento;3;2;0;1;1;0;1;0;0;1
Navarra;Navarra;Química;Microestructuras y nano-tecnología;0;0;0;0;1;0;0;0;0;0
Navarra;Navarra;Química;Ingeniería química;2;2;3;1;0;2;0;0;0;2
Navarra;Navarra;Química;Tecnología ambiental;3;2;0;0;0;0;0;1;2;1
Navarra;Navarra;Ingeniería mecánica;Manipulación;11;8;6;4;11;8;6;3;4;3
Navarra;Navarra;Ingeniería mecánica;Herramientas;1;1;6;3;7;2;1;2;4;2
Navarra;Navarra;Ingeniería mecánica;Motores, bombas, turbinas;24;14;21;26;33;5;9;1;0;0
Navarra;Navarra;Ingeniería mecánica;Máquinas del textil y del papel;1;0;0;1;1;1;1;0;0;0
Navarra;Navarra;Ingeniería mecánica;Otras máquinas especiales;3;5;5;8;7;4;9;4;4;5
Navarra;Navarra;Ingeniería mecánica;térmicos y aparatos;2;5;9;6;7;1;4;1;2;2
Navarra;Navarra;Ingeniería mecánica;Elementos mecánicos;1;1;3;2;3;1;2;4;0;2
Navarra;Navarra;Ingeniería mecánica;Transporte;1;4;5;6;5;6;4;5;4;5
Navarra;Navarra;Otros campos;Mobiliario, juegos;2;1;2;3;2;2;1;3;1;1
Navarra;Navarra;Otros campos;Otros bienes de consumo;0;2;4;2;1;0;2;1;0;0
Navarra;Navarra;Otros campos;Ingeniería civil;5;6;4;6;11;3;3;2;0;3
No consta;No consta;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Instrumentos;Medida;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Instrumentos;Control;0;0;0;0;0;0;1;0;0;0
No consta;No consta;Instrumentos;Tecnología médica;0;0;0;0;1;0;0;0;0;0
No consta;No consta;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Química alimenticia;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;0;1
No consta;No consta;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;1;0;0;0;0;0
No consta;No consta;Ingeniería mecánica;Otras máquinas especiales;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Ingeniería mecánica;Transporte;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;0;1
No consta;No consta;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
No consta;No consta;Otros campos;Ingeniería civil;0;0;0;0;0;0;0;0;0;0
No residente;No residente;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
No residente;No residente;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;24;10;8;4;17;5;5;1;6;2
No residente;No residente;Ingeniería eléctrica;Tecnología audio-visual;3;3;5;1;1;3;2;3;16;2
No residente;No residente;Ingeniería eléctrica;Telecomunicaciones;3;2;1;1;3;5;5;0;1;2
No residente;No residente;Ingeniería eléctrica;Comunicación Digital;3;0;2;1;1;19;7;4;0;1
No residente;No residente;Ingeniería eléctrica;Procesos básicos de la comunicación;0;2;0;0;0;0;0;0;0;0
No residente;No residente;Ingeniería eléctrica;Tecnología Informática;5;4;2;0;3;0;4;4;0;1
No residente;No residente;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;1;2;0;0;0;2;0
No residente;No residente;Ingeniería eléctrica;Semiconductores;1;4;5;5;2;2;1;0;0;0
No residente;No residente;Instrumentos;Óptica;1;0;2;1;1;1;2;0;0;0
No residente;No residente;Instrumentos;Medida;7;7;2;7;7;1;4;0;3;1
No residente;No residente;Instrumentos;Análisis de materiales biológicos;1;1;1;0;0;0;0;0;2;0
No residente;No residente;Instrumentos;Control;2;3;4;1;2;3;0;0;1;1
No residente;No residente;Instrumentos;Tecnología médica;7;5;3;3;4;2;2;7;7;4
No residente;No residente;Química;Química orgánica precisa;3;2;4;7;8;6;3;3;1;2
No residente;No residente;Química;Biotecnología;1;1;2;0;2;3;0;0;1;0
No residente;No residente;Química;Productos Farmacéuticos;4;2;1;3;6;4;5;5;1;1
No residente;No residente;Química;Química macromolecular, polímeros;1;1;2;1;0;0;2;4;0;0
No residente;No residente;Química;Química alimenticia;1;3;1;6;3;1;2;1;2;1
No residente;No residente;Química;Química de las materias primas;14;8;6;4;5;8;6;9;4;3
No residente;No residente;Química;Materiales, metalurgia;7;2;2;4;6;3;1;3;1;4
No residente;No residente;Química;Tecnología de superficie, revestimiento;0;3;3;1;1;1;0;2;2;0
No residente;No residente;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;1;0
No residente;No residente;Química;Ingeniería química;6;6;4;6;3;2;3;1;2;0
No residente;No residente;Química;Tecnología ambiental;3;2;3;2;5;6;0;1;1;1
No residente;No residente;Ingeniería mecánica;Manipulación;18;8;9;6;30;7;6;3;6;11
No residente;No residente;Ingeniería mecánica;Herramientas;6;8;8;7;17;4;2;6;6;1
No residente;No residente;Ingeniería mecánica;Motores, bombas, turbinas;17;7;6;11;19;13;4;1;4;2
No residente;No residente;Ingeniería mecánica;Máquinas del textil y del papel;11;2;3;7;2;0;1;2;2;1
No residente;No residente;Ingeniería mecánica;Otras máquinas especiales;20;14;8;11;8;3;2;9;8;5
No residente;No residente;Ingeniería mecánica;térmicos y aparatos;14;7;9;12;12;6;3;2;4;3
No residente;No residente;Ingeniería mecánica;Elementos mecánicos;16;6;10;10;15;12;6;9;2;3
No residente;No residente;Ingeniería mecánica;Transporte;18;10;14;13;23;21;7;9;6;12
No residente;No residente;Otros campos;Mobiliario, juegos;8;13;16;7;6;2;1;3;5;5
No residente;No residente;Otros campos;Otros bienes de consumo;7;4;6;2;8;3;2;2;4;1
No residente;No residente;Otros campos;Ingeniería civil;21;18;18;4;20;1;8;9;2;4
Galicia;Ourense;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;1;0;0;0;0
Galicia;Ourense;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;1;0;0;0
Galicia;Ourense;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Ingeniería eléctrica;Tecnología Informática;0;1;1;0;0;0;0;1;0;0
Galicia;Ourense;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Instrumentos;Medida;0;0;0;0;2;0;1;0;0;0
Galicia;Ourense;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Instrumentos;Control;0;0;1;1;0;2;0;0;0;0
Galicia;Ourense;Instrumentos;Tecnología médica;0;0;0;1;0;1;0;0;1;1
Galicia;Ourense;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;1
Galicia;Ourense;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Química;Química alimenticia;3;0;0;1;0;1;0;1;0;1
